<OPEN>;<HIGH>;<LOW>;<CLOSE>
229.2000000;229.9600000;228.0500000;228.0500000
228.5700000;229.0000000;226.0500000;227.7100000
227.6100000;229.5600000;226.4900000;226.4900000
226.0500000;226.6300000;223.0300000;223.5000000
223.5900000;225.6400000;222.6100000;224.0800000
224.9000000;226.0600000;221.8700000;222.7600000
223.1700000;227.8000000;222.4100000;227.5500000
227.7500000;228.1800000;225.1500000;226.0300000
226.0300000;229.0000000;225.5200000;227.7000000
227.7000000;228.9400000;225.6200000;228.5000000
229.5000000;231.2000000;228.9700000;230.3100000
230.2900000;230.6700000;227.8200000;228.4000000
228.6000000;229.8800000;227.0000000;229.4000000
229.1000000;231.2000000;229.1000000;231.0000000
230.7400000;233.5000000;230.5200000;233.5000000
233.2100000;236.0300000;232.8000000;235.5500000
236.0200000;236.8800000;234.0400000;234.9400000
235.0200000;239.7700000;235.0000000;239.7700000
239.2000000;240.1800000;237.7600000;239.5700000
239.6300000;242.7800000;239.0600000;242.7800000
242.5500000;242.7700000;237.8500000;240.0000000
240.5100000;242.3300000;235.2500000;237.0300000
237.1000000;240.2000000;236.0000000;240.1100000
239.6900000;242.2000000;237.8500000;239.5100000
240.7200000;242.0000000;234.0100000;234.8900000
235.3500000;236.7400000;232.8000000;236.4000000
239.6000000;240.9800000;236.7000000;238.5300000
238.4200000;239.0200000;236.5200000;239.0200000
238.1100000;242.9500000;237.7100000;242.5000000
241.4200000;241.6800000;238.7000000;240.1700000
239.0200000;242.4000000;238.3100000;241.5000000
241.8000000;243.7400000;239.5000000;239.8700000
239.0600000;239.5700000;235.8100000;237.2100000
237.6200000;239.1300000;236.8200000;237.5000000
237.8500000;240.1800000;236.4500000;240.0000000
240.5900000;241.2300000;236.3600000;237.4500000
237.5200000;239.8200000;237.2000000;239.2500000
238.6000000;240.2000000;237.1000000;237.7800000
237.3700000;238.0000000;235.8000000;237.1500000
236.5800000;240.1900000;236.5300000;238.1300000
238.6800000;239.7500000;237.2100000;237.9800000
238.0100000;238.1000000;234.3500000;235.0000000
235.2500000;236.4500000;233.5100000;234.2200000
234.1000000;235.5000000;233.1000000;235.2000000
234.6500000;235.1400000;231.9700000;233.9800000
234.5900000;236.3700000;233.0000000;233.7700000
233.2800000;234.0600000;230.1300000;230.6600000
230.7200000;232.2400000;229.5000000;231.5900000
231.8900000;232.1500000;229.0300000;231.7100000
232.0000000;235.1400000;231.5500000;235.1400000
235.4600000;237.5000000;234.3000000;237.0400000
236.6000000;239.2900000;236.0000000;237.9100000
237.8100000;241.2300000;237.7000000;240.3200000
242.0100000;242.3000000;240.0900000;241.0500000
242.0200000;243.2500000;241.1000000;241.2100000
242.0200000;242.4800000;240.1300000;241.4500000
241.8200000;242.9600000;241.0000000;241.6000000
241.2100000;246.2500000;240.3600000;246.2000000
246.2700000;248.4000000;243.1000000;244.0000000
244.6000000;245.4000000;243.7200000;244.7100000
244.7500000;249.1900000;244.0700000;248.8000000
248.8000000;249.8900000;247.2700000;248.6700000
248.9800000;249.3000000;247.1100000;248.0400000
248.2000000;249.2400000;246.7100000;248.2400000
248.5600000;252.9500000;248.5500000;252.0600000
252.0900000;256.0000000;250.7300000;254.7500000
255.9700000;258.1900000;253.7000000;255.0000000
254.7500000;254.8400000;251.4000000;253.9000000
253.6200000;259.1500000;253.0300000;259.1500000
259.4100000;261.7600000;257.0100000;257.9900000
257.9100000;259.2500000;256.8800000;258.1900000
258.2100000;262.4000000;257.1500000;262.4000000
262.5800000;263.2200000;258.6200000;259.0500000
258.4500000;258.9100000;254.2100000;256.3100000
257.1100000;259.5100000;256.1000000;257.5100000
258.2000000;262.8200000;257.7500000;262.5000000
263.2200000;266.9700000;261.8000000;266.2800000
265.4700000;268.9000000;263.0200000;268.0600000
268.6300000;270.8000000;265.5000000;266.5400000
264.9000000;266.8900000;262.2400000;263.7300000
264.5300000;267.5000000;264.2100000;265.4900000
260.9900000;262.1000000;255.3200000;255.3200000
257.0500000;258.8400000;254.1000000;257.7000000
258.4000000;261.5700000;257.6100000;259.9400000
257.9700000;258.6900000;255.2700000;257.3100000
258.5000000;259.2000000;252.1700000;252.2000000
251.8000000;254.9600000;251.1000000;253.9900000
255.3300000;257.3800000;252.9000000;255.4000000
255.8900000;257.6600000;253.1400000;255.2000000
256.6600000;258.0000000;251.8600000;252.1100000
253.1300000;254.3000000;248.7300000;254.3000000
254.5500000;255.7300000;252.0700000;252.2600000
253.7800000;259.7700000;253.0000000;254.5000000
255.4000000;255.4900000;252.3100000;254.5000000
253.6200000;255.1800000;252.5000000;253.8900000
254.3800000;254.3800000;251.4000000;251.7500000
252.5000000;253.1000000;250.1300000;251.3600000
250.0800000;250.4400000;247.5700000;249.2000000
250.3700000;250.6800000;247.9500000;249.7000000
250.0700000;252.1700000;249.1300000;250.1500000
248.4200000;251.4900000;247.2400000;250.8000000
